timestamp,date,time,dayofweek,hour,minute,open,high,low,close,volume,spread_pips,adx,plus_di,minus_di,rsi,ma20,ma50,ma200,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr,atr_percent,stoch_k,stoch_d,obv,change_percent,body_size,high_low_range,ema9,ema21,macd_main,macd_signal,macd_hist,atr21,stddev20,volume_ratio,realized_vol_5,realized_vol_10,realized_vol_20,realized_vol_40,realized_vol_60,parkinson_vol
2020.01.02 00:00:00,2020.01.02,00:00:00,4,0,0,8760.20000,8770.20000,8752.80000,8765.20000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.000,5.00000,17.40000,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan
2020.01.02 04:00:00,2020.01.02,04:00:00,4,4,0,8765.00000,8775.20000,8763.40000,8772.20000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7386,0.080,7.20000,11.80000,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan
2020.01.02 08:00:00,2020.01.02,08:00:00,4,8,0,8772.20000,8799.70000,8768.40000,8798.40000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26986,0.299,26.20000,31.30000,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan
2020.01.02 12:00:00,2020.01.02,12:00:00,4,12,0,8798.40000,8814.20000,8791.20000,8811.70000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40373,0.151,13.30000,23.00000,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan
2020.01.02 16:00:00,2020.01.02,16:00:00,4,16,0,8811.40000,8835.30000,8785.70000,8827.70000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90.79,90.79,103541,0.182,16.30000,49.60000,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan
2020.01.02 20:00:00,2020.01.02,20:00:00,4,20,0,8827.50000,8884.20000,8818.00000,8883.90000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.75,99.75,128777,0.637,56.40000,66.20000,nan,nan,nan,nan,nan,nan,nan,1.000,12.975,nan,nan,nan,nan,nan
2020.01.03 00:00:00,2020.01.03,00:00:00,5,0,0,8880.10000,8890.40000,8853.20000,8856.80000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.67,92.74,118240,-0.305,23.30000,37.20000,nan,nan,nan,nan,nan,nan,nan,1.000,13.948,nan,nan,nan,nan,nan
2020.01.03 04:00:00,2020.01.03,04:00:00,5,4,0,8857.00000,8861.10000,8786.20000,8801.90000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.56,83.33,85222,-0.620,55.10000,74.90000,nan,nan,nan,nan,nan,nan,nan,1.000,16.846,nan,nan,nan,nan,nan
2020.01.03 08:00:00,2020.01.03,08:00:00,5,8,0,8802.00000,8807.60000,8746.00000,8759.50000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.43,60.88,52450,-0.482,42.50000,61.60000,8808.58889,nan,nan,nan,nan,nan,nan,1.000,18.629,nan,nan,nan,nan,nan
2020.01.03 12:00:00,2020.01.03,12:00:00,5,12,0,8759.50000,8790.70000,8718.50000,8774.20000,0,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.07,38.02,86553,0.168,14.70000,72.20000,8801.71111,nan,nan,nan,nan,nan,nan,1.000,18.590,nan,nan,nan,nan,nan
